Date,Site,Species,Pittag,Elastomer,OldNew,Sex,Tissue,SVL,Tail removed,Tail regrown,Weight,LatLoc,Sub,Size,Meso,LongLoc,Stage,PhotoID,PhotoID,PhotoSVL,HeadLength,HeadWidth,TrunkLength,TrunkWidth,HumerousLength,FemurLength,TailWidth,HeightTail,Notes
6/26/21,LowerZigZag,GP,900215000822632,NA,N,U,Y,NA,0,0,3.4,WE,R,21,RF,173,L,108-0524,108-0525,58.31,17.35,9.87,41.68,9.45,4.14,3.1,6.55,5.02,
6/26/21,LowerZigZag,GP,900215000822618,NA,N,F,Y,NA,0,0,6.8,T,R,47,PL,219,A,108-0526,108-0527,78.26,18.83,10.14,53.41,10.49,3.32,4.18,8.28,7.76,
6/26/21,LowerZigZag,GP,900215000822648,NA,N,U,Y,NA,0,0,2.6,WE,R,22,PL,235,L,108-0528,108-0529,48.92,12.81,8.32,33.84,7.4,2.5,3.34,5.71,6.59,
6/26/21,LowerZigZag,GP,900215000822664,NA,N,U,Y,NA,0,0,6.9,WE,R,18,PL,396,L,108-0530,108-0531,69.65,17.69,11.88,48.54,10.99,4.44,3.57,8.23,5.8,
6/26/21,LowerZigZag,GP,900215000822620,NA,N,U,Y,NA,5,3,3.3,WE,R,31,RF,246,L,108-0532,108-0533,56.23,14.89,9.8,40.15,8.62,2.92,3.04,6.67,4.12,
6/26/21,LowerZigZag,GP,900215000822619,NA,N,M,Y,NA,0,0,13.6,T,R,42,RF,421,A,108-0534,108-0535,93.85,21.89,13.92,66.87,12.9,6.25,5.3,11.05,6.05,
6/26/21,LowerZigZag,GP,900215000822635,NA,N,F,Y,NA,0,0,6.3,WE,R,39,RF,461,A,108-0536,108-0538,72.61,17.84,10.56,51.56,9.97,4.35,4.24,7.61,8.67,
6/26/21,LowerZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,46,PL,500,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/26/2021,UpperParadise,GP,900215000822561,NA,N,U,Y,NA,0,0,2.1,T,R,40,PL,174,L,112-0585,112-0586,51.3,12.9,8.79,34.89,7.1,3.57,4.01,5.68,5.8,
6/26/2021,UpperParadise,GP,900215000822581,NA,N,U,Y,NA,0,0,3.1,T,R,32,PL,180,L,112-0587,112-0588,52.39,13.96,8.71,35.52,8.27,4.14,3.46,5.36,6.11,
6/26/2021,UpperParadise,GP,NA,NA,N,U,N,35,0,0,1.0,T,R,34,PL,159,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/26/2021,UpperParadise,GP,900215000822600,NA,N,F,Y,NA,0,0,7.6,T,R,28,RF,4,A,112-0589,112-0590,78.75,16.23,10.76,50.76,12.05,5.31,6.34,8.55,9.22,
6/26/2021,UpperParadise,DF,900215000823205,NA,N,M,N,56,0,0,3.5,WE,R,14,PL,67,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/26/2021,UpperParadise,GP,900215000822510,NA,N,U,Y,NA,8,4,6.6,T,R,32,PL,29,L,112-0592,112-0593,73.45,18.12,11.74,49.09,10.84,5.85,5.72,7.64,8.76,
6/26/2021,UpperParadise,GP,900113001674037,NA,O,U,Y,NA,5,5,2.8,T,R,32,PL,56,L,112-0591,NA,50.1,13.08,8.41,34.44,7.96,4.33,3.32,5.91,NA,
6/26/2021,UpperParadise,DF,999002018052182,NA,O,M,N,59,0,0,4.5,WE,R,44,RF,28,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/26/2021,UpperParadise,GP,900215000822567,GPB3-4O1,O,F,Y,NA,2,1,8.1,WE,R,30,PL,30,A,112-0596,112-0595,82.4,20.16,12.59,53.78,12.15,5.72,6.92,9.71,9.56,
6/26/2021,UpperParadise,GP,900113001674066,NA,O,U,Y,NA,5,3,7.0,WE,R,28,RF,17,L,112-0594,NA,72.36,20.29,10.99,48.3,12.06,5.24,6.43,7.99,NA,
6/26/2021,UpperParadise,GP,900215000822509,NA,N,U,Y,NA,3,0,3.3,T,R,30,PL,35,L,112-0597,112-0598,56.33,14.92,10.51,39.56,8.92,4.44,3.85,6.69,6.54,
6/26/2021,UpperParadise,GP,900215000822573,NA,N,F,Y,NA,5,3,6.0,WE,R,23,PL,69,A,112-0599,112-0600,78.35,18.99,11.01,52.66,10.13,6.74,6.74,8.1,8.49,
6/26/2021,UpperParadise,GP,900215000822519,NA,N,U,Y,NA,0,0,1.3,T,R,24,RF,84,L,112-0601,112-0602,41.71,11.13,6.92,28.41,5.8,2.72,2.8,4.05,4.73,
6/26/2021,UpperParadise,GP,900215000822593,NA,N,F,Y,NA,0,0,7.5,T,R,32,RF,98,A,112-0603,112--0604,77.41,17.61,10.53,55.58,11.11,6.04,5.4,8.13,8.51,
6/26/2021,UpperParadise,GP,900215000822536,NA,N,U,Y,NA,0,0,2.6,T,R,31,RF,129,L,112-0607,112-0608,52.98,13.93,8.88,35.26,7.39,3.6,3.64,5.81,6.29,
6/26/2021,UpperParadise,GP,900113001674078,NA,O,U,Y,NA,5,5,3.4,WE,R,30,RF,5,L,112-0606,NA,55.6,14.25,9.58,39.17,8.16,3.06,3.74,6.76,NA,
6/26/2021,UpperParadise,GP,900215000822512,NA,N,F,Y,NA,25,23,9.1,T,R,28,C,120,A,112-0609,112-0610,88.26,20.67,12.08,61.33,11.36,5.98,5.24,8.83,9.49,
6/26/2021,UpperParadise,GP,900215000822540,NA,N,U,Y,NA,0,0,2.2,T,R,32,RF,101,L,112-0611,112-0612,49.64,12.87,8.4,34.65,6.84,2.86,3.11,5.74,6.16,
6/26/2021,UpperParadise,DF,NA,NA,N,M,N,33,30,5,0.8,B,R,36,PL,245,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/26/2021,UpperParadise,GP,900215000822502,NA,N,U,Y,NA,0,0,3.1,T,R,45,PL,261,L,112-0615,112-0616,53.78,13.8,9.74,37.45,9.15,NA,2.55,6.85,7.15,
6/26/2021,UpperParadise,GP,900215000822503,NA,N,M,Y,NA,10,4,21.0,WE,R,16,RF,257,A,112-0617,112-0618,104.89,25.72,16.05,78.98,15.6,6.14,5.69,11.56,12.41,
6/26/2021,UpperParadise,GP,900215000822575,NA,O,U,N,NA,50,0,3.9,WE,R,31,PL,267,L,112-0613,112-0614,52.57,12.39,9.16,40.94,8.81,3.83,2.75,7.98,NA,TAIL CAME OFF DURING PROCESSING
6/26/2021,UpperParadise,GP,900215000822587,NA,N,U,Y,NA,0,0,1.5,T,R,45,PL,290,L,112-0619,112-0620,41.64,11.56,7.45,27.93,6.72,2.18,2.19,5.08,5.17,
6/26/2021,UpperParadise,GP,900215000822549,NA,N,F,Y,NA,0,0,7.5,WE,R,20,PL,290,A,112-0623,112-0624,76.58,18.07,11.38,53.64,11.23,3.55,3.5,8.36,8.13,
6/26/2021,UpperParadise,GP,900215000822580,NA,N,U,Y,NA,4,0,2.5,T,R,17,PL,351,L,112-0625,112-0626,49.04,13.36,8.43,33.29,8.08,3.18,2.51,5.99,5.99,
6/26/2021,UpperParadise,GP,900215000822572,NA,O,F,N,NA,5,0,7.5,WE,R,31,RF,302,A,112-0622,NA,66.79,18.4,10.62,48.45,9.98,4.61,2.23,8.42,NA,
6/26/2021,UpperParadise,GP,900215000822590,NA,N,U,Y,NA,0,0,2.2,WE,R,30,PL,306,L,112-0627,112-0628,48.32,12.28,8.4,34.17,7.36,3.88,NA,5.99,6.39,
6/26/2021,UpperParadise,GP,900215000822559,NA,N,U,Y,NA,0,0,3.1,T,R,18,RF,390,L,112-0629,112-0630,53.18,14.66,9.76,36.55,9.52,NA,3.39,6.93,6.42,
6/26/2021,UpperParadise,GP,900215000822584,NA,N,U,Y,NA,7,0,2.1,T,R,30,PL,369,L,112-0631,112-0632,47.3,11.1,8.5,33.92,7.7,3.22,3.01,5.55,6,
6/26/2021,UpperParadise,GP,900215000822343,NA,O,U,Y,NA,25,20,4.9,T,R,20,PL,450,L,112-0633,NA,59.65,13.61,10.58,41.65,9.79,4.7,3.98,7.94,NA,
6/26/2021,UpperParadise,GP,900215000822505,NA,N,U,Y,NA,40,0,5.1,WE,R,15,RF,395,L,112-0634,112-0635,65.94,13.01,10.21,47.91,9.76,3.57,3.48,7.89,7.51,
6/26/2021,UpperParadise,GP,900215000822555,NA,N,U,Y,NA,0,0,4.0,T,R,22,PL,459,L,112-0636,112-0637,58.79,15.24,9.5,42.02,9.41,2.46,3.08,7.23,7.2,
6/26/2021,UpperParadise,DF,900215000823271,NA,N,M,N,55,2,0,4.0,WE,R,20,PL,474,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/26/2021,UpperParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,45,PL,214,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/26/2021,UpperParadise,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,15,RF,232,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/26/2021,UpperParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,30,PL,66,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/26/2021,UpperParadise,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,37,PL,361,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/2021,UpperBear,GP,900215000822597,NA,N,U,Y,NA,0,0,5.1,T,R,32,PL,87,L,112-0567,112-0568,63.31,16.18,11.11,43.47,10.76,4.25,4.12,8.04,6.03,
6/25/2021,UpperBear,GP,900215000822595,NA,N,F,Y,NA,0,0,5.5,B,R,40,PL,58,A,112-0569,112-0570,68.92,16.44,10.73,48.52,10.38,3.91,3.81,7.95,7.02,
6/25/2021,UpperBear,DF,900113001674296,NA,O,M,NA,47,5,5,2.1,B,R,21,PL,195,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP
6/25/2021,UpperBear,GP,NA,NA,N,U,N,29,0,0,0.8,WE,R,18,PL,101,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/25/2021,UpperBear,DF,900215000823246,NA,N,F,N,47,0,0,2.3,WE,R,12,PL,143,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/25/2021,UpperBear,GP,900215000822539,NA,N,M,Y,NA,5,3,12.6,T,R,36,PL,98,A,112-0571,112-0572,90.13,20.67,13.46,64.08,13.62,6.16,4.89,10.23,7.69,
6/25/2021,UpperBear,GP,NA,NA,N,U,N,35,0,0,1.0,WE,R,19,RF,134,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/25/2021,UpperBear,DF,900215000823227,NA,N,M,N,48,15,0,2.2,WE,R,21,PL,140,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STUMPY 
6/25/2021,UpperBear,GP,900215000823097,NA,O,M,N,NA,5,0,9.5,WE,R,34,PL,174,A,112-0573,NA,79.85,19.93,12.41,55.21,12.53,5.67,5.63,9.74,NA,RECAP
6/25/2021,UpperBear,GP,900215000822592,NA,N,M,Y,NA,2,2,10.0,WE,R,11,PL,123,A,112-0574,112-0575,85.82,20.38,12.24,61.83,13.46,5.51,3.77,9.61,7.47,
6/25/2021,UpperBear,DF,900215000823221,NA,N,F,N,49,12,3,2.6,B,R,28,PL,300,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/25/2021,UpperBear,GP,900215000822504,NA,N,F,Y,NA,1,0,8.3,WE,R,18,PL,249,A,112-0577,112-0578,80.51,18.65,11.92,57.34,12.41,4.42,3.07,10.04,NA,
6/25/2021,UpperBear,GP,900215000822532,NA,N,U,Y,NA,0,0,1.7,WE,R,34,PL,315,L,112-0579,112-0580,43.15,12.11,7.81,29.9,7,1.98,1.69,5.19,5.51,
6/25/2021,UpperBear,GP,999002018052535,NA,O,U,Y,NA,3,2,2.6,WE,R,23,PL,270,L,112-0576,NA,47.48,12.49,7.75,31.1,8.15,2.56,2.91,5.97,NA,RECAP
6/25/2021,UpperBear,DF,999002018052124,NA,O,M,N,52,0,0,3.7,WE,R,20,RF,448,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECAP
6/25/2021,UpperBear,GP,900215000822574,NA,N,U,Y,NA,0,0,5.2,T,R,17,PL,244,L,112-0581,112-0582,57.13,14.88,9.95,38.83,9.69,3.8,3.16,6.93,4.81,
6/25/2021,UpperBear,GP,900215000822591,NA,N,U,Y,NA,12,10,4.7,T,R,23,RF,395,L,112-0583,112-0584,61.48,13.62,10.14,44.96,9.82,4.4,3.7,7.19,4.19,
6/25/2021,UpperBear,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,19,RF,268,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/2021,UpperBear,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,31,PL,295,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/2021,UpperBear,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,32,RF,308,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/2021,UpperBear,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,40,RF,92,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/25/2021,UpperBear,DF,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,18,RF,369,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,900215000822501,NA,N,F,N,NA,25,2,6.4,WE,R,22,PL,50,A,108-0539,108-0540,73.98,18.65,11.19,50.02,10.77,3.3,3.89,8.14,8.3,STUB TAIL
6/27/2021,UpperZigZag,GP,900215000822551,NA,N,U,Y,NA,0,0,2.2,T,R,16,PL,35,L,108-0541,108-0542,46.45,13.11,8.38,33.09,7.34,3.48,3.26,5.41,4.98,
6/27/2021,UpperZigZag,GP,900215000822535,NA,N,M,Y,NA,50,20,6.7,WE,R,15,RF,89,A,108-0543,108-0544,77.59,19.33,11.28,54.98,11.42,5.16,5.04,8.73,7.21,
6/27/2021,UpperZigZag,GP,999002018052770,NA,O,F,Y,NA,0,0,7.5,WE,R,31,PL,10,A,108-0545,,73.63,16.48,12.62,52.3,12.6,5.56,3.1,9.53,NA,
6/27/2021,UpperZigZag,GP,900215000822594,GZB3-6O1,O,F,Y,NA,0,0,7.0,T,R,51,PL,35,A,108-0546,108-0547,76.82,19.3,11.87,51.79,11.37,5.05,4.67,8.65,7.32,
6/27/2021,UpperZigZag,GP,900215000822586,NA,N,U,Y,NA,0,0,1.2,T,R,25,PL,54,L,108-0548,108-0549,38.65,11.04,7.4,26.39,6.04,2.97,1.84,4.76,3.25,
6/27/2021,UpperZigZag,GP,900215000822524,GZB2O3,O,F,Y,NA,7,0,8.5,T,R,48,RF,96,A,108-0551,NA,82.5,18.91,12.27,57.47,11.98,5.44,5.52,9.28,6.4,MISSING ONE ELASTOMER MARK
6/27/2021,UpperZigZag,GP,900215000822546,NA,N,U,Y,NA,0,0,1.9,WE,R,36,RF,139,L,108-0552,108-0553,47.04,12.38,8.91,32.74,7.58,3.48,2.46,5.93,3.25,
6/27/2021,UpperZigZag,GP,900215000822583,NA,N,U,Y,NA,4,2,2.4,WE,R,18,PL,30,L,108-0554,108-0555,50.41,12.86,9.38,35.28,8.36,3.49,3.23,6.47,4.8,
6/27/2021,UpperZigZag,GP,900215000822556,NA,N,U,Y,NA,3,3,4.6,T,R,36,RF,221,L,108-0557,108-0558,61.56,14.45,10.51,44.26,9.92,4.19,3.67,7.65,8.4,
6/27/2021,UpperZigZag,GP,900215000822558,NA,N,F,Y,NA,0,0,14.3,T,R,33,PL,236,A,108-0559,108-0560,97.53,21.43,14.33,68.81,14.07,5.9,4.75,11.18,8.82,
6/27/2021,UpperZigZag,GP,900215000823065,NA,O,F,N,NA,90,3,4.0,WE,R,22,RF,164,A,108-0556,NA,65.94,15.4,9.74,43.91,9.37,3.07,4.98,8.68,NA,
6/27/2021,UpperZigZag,GP,900215000822516,NA,N,U,Y,NA,10,8,5.0,T,R,13,PL,168,L,108-0562,108-0561,62.36,14.02,10.46,44.56,10.25,3.9,4.4,7.68,7.24,
6/27/2021,UpperZigZag,GP,900215000822528,NA,N,U,Y,NA,2,2,2.1,T,R,24,PL,196,L,108-0563,108-0364,47.76,12.48,9.12,32.13,7.59,NA,3.82,5.96,5.01,
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,36,PL,55,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,34,RF,78,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,20,RF,90,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,R,NA,RF,126,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,900215000823058,NA,O,M,N,NA,5,0,5.6,T,R,30,PL,495,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,THIRD CAP OF PASS
6/27/2021,UpperZigZag,GP,900215000822661,NA,O,U,N,NA,5,0,2.5,T,R,23,RF,479,L,108-0565,NA,48.29,11.7,8.15,32.89,7.89,2.97,1.52,6.33,NA,
6/27/2021,UpperZigZag,GP,900113001674599,NA,O,M,Y,NA,8,0,11.5,WE,R,14,RF,480,A,108-0566,NA,88.64,23.77,13.33,60.96,13.23,3.87,NA,10.93,NA,mislabeled photo id originally
6/27/2021,UpperZigZag,GP,900215000822652,NA,N,F,Y,NA,5,5,8.4,WE,R,23,PL,359,A,112-0639,112-0638,86.31,20.85,12.04,59.79,12.4,5.4,6.62,9.03,7.83,
6/27/2021,UpperZigZag,GP,900215000822659,NA,N,U,Y,NA,10,8,2.8,T,R,33,RF,380,L,112-0641,112-0640,49.38,13.8,10.05,35.36,8.26,2.85,4.4,5.93,5.7,
6/27/2021,UpperZigZag,GP,NA,NA,N,U,N,28,0,0,0.3,WE,R,45,RF,379,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOO SMALL
6/27/2021,UpperZigZag,GP,900215000822687,NA,N,F,Y,NA,0,0,7.2,WE,R,37,PL,264,A,112-0644,112-0645,78.38,19.06,11.56,55.1,11.42,4.27,4.4,8.89,9.26,
6/27/2021,UpperZigZag,GP,900215000823046,NA,O,F,Y,NA,5,0,7.1,T,R,32,RF,261,A,112-0642,NA,71.91,19.4,10.4,48.26,9.65,3.2,3.79,8.2,NA,
6/27/2021,UpperZigZag,GP,900215000823038,NA,O,M,N,NA,5,0,8.2,T,R,16,RF,260,A,112-0643,NA,69.33,19.79,13.24,44.73,12.46,5.17,5.48,8.85,NA,
6/27/2021,UpperZigZag,GP,900215000822670,NA,N,F,Y,NA,0,0,7.1,WE,R,40,PL,281,A,112-0647,112-0648,80.19,18.36,11.86,56.3,11.11,4.11,5.64,8.72,8.24,
6/27/2021,UpperZigZag,GP,999002018052175,GZB1-4O6,O,F,Y,NA,5,0,6.1,WE,R,37,PL,264,A,112-0646,NA,77.96,20.35,11.55,55.82,10.62,5.01,5.4,8.5,NA,
6/27/2021,UpperZigZag,GP,900215000822640,NA,N,F,Y,NA,0,0,9.9,WE,R,30,PL,303,A,112-0651,112-0652,82.97,19.43,12.18,58.54,12.77,4.43,4.95,9.49,10,
6/27/2021,UpperZigZag,GP,900215000822667,NA,N,U,Y,NA,3,0,2.8,T,R,31,PL,286,L,112-0649,112-0650,54.48,14.01,9.95,37.06,8.92,3.03,3.15,5.88,6.63,
6/27/2021,UpperZigZag,DF,900113001674236,NA,N,M,N,47,0,0,2.5,WE,R,15,PL,285,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/27/2021,UpperZigZag,GP,900215000822700,NA,N,U,Y,NA,0,0,5.9,T,R,32,RF,316,L,112-0653,112-0654,66.4,15.55,10,46.78,10.8,3.94,3.98,7.6,8.54,
6/27/2021,UpperZigZag,GP,900215000822663,NA,N,F,Y,NA,2,0,6.0,WE,R,35,PL,332,A,112-0658,112-0659,70.77,18.48,10.71,49.29,10.66,4.2,4.36,8.19,8.89,
6/27/2021,UpperZigZag,GP,900215000822633,NA,N,U,Y,NA,0,0,6.0,T,R,25,RF,404,L,112-0660,112-0661,68.01,17.52,11.7,47.31,10.29,3.62,4.32,7.2,8.29,
6/27/2021,UpperZigZag,GP,900215000822672,GZB4-5O6,O,M,Y,NA,5,4,12.6,WE,R,32,PL,392,A,112-0663,112-0664,96.72,22.96,15.08,68.68,13.82,4.34,4.87,11.05,11.07,
6/27/2021,UpperZigZag,GP,900215000822647,NA,N,U,Y,NA,0,0,7.4,WE,R,31,PL,412,L,112-0665,112-0666,70.19,15.44,11.67,49.32,11.43,4.25,3.99,8.62,9.51,
6/27/2021,UpperZigZag,GP,900215000822605,NA,O,F,N,NA,4,0,6.3,WE,R,33,RF,463,A,112-0662,NA,79.42,18.88,12.1,55.8,10.68,6.65,6.24,8.52,NA,
6/27/2021,UpperZigZag,GP,900215000822621,NA,N,U,Y,NA,0,0,4.4,WE,R,8,RF,456,L,112-0667,112-0668,61.13,14.43,10.07,44.71,9.81,4.63,4.39,7.14,7,
6/27/2021,UpperZigZag,GP,900215000822673,NA,N,F,Y,NA,1,0,8.4,WE,R,17,RF,440,A,112-0669,112-0670,83.41,18.93,12.81,56.52,11.16,6.58,7.3,8.6,9.35,
6/27/2021,UpperZigZag,GP,900215000822696,NA,N,U,Y,NA,10,9,3.1,WE,R,15,PL,387,L,112-0671,112-0672,53.29,13.87,10.34,37.38,8.85,3.94,3.63,6.78,7.03,
6/27/2021,UpperZigZag,GP,900215000822642,NA,N,U,Y,NA,5,0,1.7,T,R,21,RF,447,L,112-0673,112-0674,51.98,13.27,9.1,35.98,7.37,3.68,3.33,5.4,5.88,
6/27/2021,UpperZigZag,GP,900215000822677,NA,N,F,Y,NA,0,0,7.7,WE,R,32,RF,446,A,112-0675,112-0676,77.96,19.2,11.49,55.37,11.93,3.93,4.01,9.38,8.32,
6/27/2021,UpperZigZag,GP,900215000822699,NA,N,U,Y,NA,0,0,1.5,T,R,30,RF,411,L,112-0677,112-0678,39.64,10.82,7.49,27.05,6.65,2.22,3.39,5.03,4.91,
6/27/2021,UpperZigZag,GP,900215000822613,NA,N,U,Y,NA,0,0,7.4,T,R,62,RF,414,L,112-0679,112-0680,68.54,14.85,10.71,48.6,12.41,3.57,3.4,8.81,10.26,
6/27/2021,UpperZigZag,DF,900113001674216,NA,N,M,N,58,0,0,4.9,WE,R,28,PL,480,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6/27/2021,UpperZigZag,GP,900215000822609,NA,N,M,Y,NA,0,0,17.4,WE,R,60,PL,455,A,112-0683,112-0684,106.02,25.65,15.83,73.95,15.7,6.74,4.58,11.4,9.08,
6/27/2021,UpperZigZag,GP,900215000822653,NA,N,U,Y,NA,0,0,9.6,T,R,31,RF,433,L,112-0681,112-0682,77.05,19.1,13.37,55.6,13.64,4.54,4.15,9.84,10.1,
6/27/2021,UpperZigZag,GP,900215000822697,NA,N,F,Y,NA,0,0,7.7,WE,R,46,RF,428,A,112-0685,112-0686,79.62,14.66,11.91,55.64,11.89,3.81,4.08,9.02,8.56,
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,30,RF,354,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,35,RF,380,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
6/27/2021,UpperZigZag,GP,NA,NA,NA,NA,NA,NA,NA,NA,NA,WE,R,40,PL,415,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSED
7/4/2021,LowerBear,GP,900215000822598,NA,N,M,Y,NA,0,0,7.9,WE,R,22,RF,11,A,108-0567,108-0568,76.39,17.99,11.54,53.19,11.56,4.32,3.38,8.99,8.95,
7/4/2021,LowerBear,DF,900215000823252,NA,N,M,N,61,0,0,4.8,WE,R,16,RF,80,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/4/2021,LowerBear,GP,900215000822568,NA,N,F,Y,NA,55,25,5.1,WE,R,32,RF,47,A,108-0569,108-0570,67.88,17.9,10.8,45.98,10.32,5.63,4.19,7.88,5.24,
7/4/2021,LowerBear,GP,900215000822576,NA,N,F,Y,NA,0,0,6.7,WE,R,44,RF,47,A,108-0571,108-0572,71.27,17.82,11.46,49.85,10.99,4.04,3.73,8.77,7.93,
7/4/2021,LowerBear,GP,999002018052026,NA,O,F,Y,NA,40,40,17.0,T,R,46,RF,362,A,108-0573,NA,97.89,27.53,15.59,71.22,14.15,6.44,NA,12.07,NA,
7/4/2021,LowerBear,GP,900215000822515,NA,N,U,Y,NA,0,0,2.5,WE,R,28,PL,352,L,108-0574,108-0575,50.73,12.58,8.62,34.17,7.68,2.91,3.5,5.9,6.3,
7/4/2021,LowerBear,GP,900215000822508,NA,N,F,Y,NA,15,13,7.7,WE,R,28,PL,365,A,108-0576,108-0577,78.32,19.64,11.31,53.4,11.94,4.29,4.88,9.08,9.18,
7/4/2021,LowerBear,GP,900215000822578,NA,N,F,Y,NA,0,0,8.4,T,R,26,RF,359,A,108-0578,108-0579,81.79,18.21,12.06,58.41,12.13,5.92,4.73,9.41,8.38,
7/4/2021,LowerBear,GP,900215000822563,NA,N,U,Y,NA,0,0,2.4,WE,R,20,RF,361,L,108-0580,108-0581,48.9,12.77,8.8,35.32,7.73,3.03,2.6,6,5.97,
7/4/2021,LowerBear,GP,900215000822548,GBG2-5P8,O,F,Y,NA,0,0,6.6,T,R,25,PL,363,A,108-0582,108-0583,75.9,19.61,11.58,52.12,11.58,5.15,4.4,8.65,8.6,HAD A PINK DOT AT P7
7/4/2021,LowerBear,GP,900215000822527,NA,N,F,Y,NA,60,0,7.4,T,R,33,RF,288,A,108-0587,108-0588,82.82,20.34,12,59.27,11.32,5.89,4.48,9.11,8.6,
7/4/2021,LowerBear,GP,900215000822557,NA,N,U,Y,35,7,7,0.9,T,R,20,RF,285,L,108-0585,108-0586,34.43,8.59,6.59,23.74,5.4,1.52,1.32,3.89,4.74,
7/4/2021,LowerBear,GP,900215000822599,NA,O,F,N,NA,5,0,6.6,T,R,37,RF,273,A,108-0584,NA,68.66,17.35,10.9,46.6,11.02,4.78,5.31,9.04,NA,
7/4/2021,LowerBear,GP,900215000822529,NA,N,F,Y,NA,30,28,7.2,T,R,23,PL,263,A,108-0589,108-0590,74.88,17.67,11.51,53.34,11.82,4.39,3.58,9.09,8.72,
7/4/2021,LowerBear,GP,900215000822582,NA,N,F,Y,NA,2,2,5.5,T,R,18,RF,270,A,108-0591,108-0592,72.27,18.44,11.12,50.92,10.81,4.98,5.56,8.44,7.21,
7/4/2021,LowerBear,GP,900215000822565,NA,N,U,Y,NA,0,0,0.9,WE,R,35,RF,449,L,108-0594,108-0595,34.34,9.7,6.14,23.06,5.25,2.54,2.31,4.11,4.28,
